x(m)                     y(m)                     z(m)                     Txx(nT/m)                Tyx(nT/m)                Tzx(nT/m)                Txy(nT/m)                Tyy(nT/m)                Tzy(nT/m)                Txz(nT/m)                Tyz(nT/m)                Tzz(nT/m)                
39531500.0000000         3435000.0000000          100.0000000              4.04162038315124e-02     1.58970928734248e-01     -1.18878647868293e-01    1.58970928734349e-01     -3.24062076365159e-02    -8.68015264828182e-02    -1.18878647866929e-01    -8.68015264837405e-02    -8.00999620040333e-03    
39531600.0000000         3435000.0000000          100.0000000              2.09218965635955e-02     1.82891994307330e-01     -1.37226894213835e-01    1.82891994309197e-01     -2.22033386695814e-02    -1.18305227878425e-01    -1.37226894211353e-01    -1.18305227880250e-01    1.28144210845920e-03     
39531700.0000000         3435000.0000000          100.0000000              -5.51854228734371e-03    2.06119934976435e-01     -1.54939228062974e-01    2.06119934986928e-01     -7.04057226565085e-03    -1.58165564050305e-01    -1.54939228052156e-01    -1.58165564063471e-01    1.25591145482417e-02     
39531800.0000000         3435000.0000000          100.0000000              -4.29059216797278e-02    2.26325939661820e-01     -1.71441894623128e-01    2.26325939769657e-01     1.35303557689700e-02     -2.06421087502054e-01    -1.71441894520264e-01    -2.06421087629437e-01    2.93755659013085e-02     
39531900.0000000         3435000.0000000          100.0000000              -9.46919064736436e-02    2.40090696051336e-01     -1.81204907132730e-01    2.40090696062700e-01     3.90307637416278e-02     -2.62720748183423e-01    -1.81204907119925e-01    -2.62720748198025e-01    5.56611427296234e-02     
39532000.0000000         3435000.0000000          100.0000000              -1.59232437704754e-01    2.44105641878819e-01     -1.74341194177715e-01    2.44105641966874e-01     7.15490027383116e-02     -3.25254585471450e-01    -1.74341194033407e-01    -3.25254585605927e-01    8.76834349647091e-02     
39532100.0000000         3435000.0000000          100.0000000              -2.23658949864858e-01    2.32960954893806e-01     -1.51266153650714e-01    2.32960954895305e-01     1.13109868232158e-01     -3.92860067673603e-01    -1.51266153643029e-01    -3.92860067680565e-01    1.10549081639283e-01     
39532200.0000000         3435000.0000000          100.0000000              -2.88726651206205e-01    2.02546322875980e-01     -1.14991089345247e-01    2.02546322865261e-01     1.55612718878563e-01     -4.55372562689730e-01    -1.14991089352765e-01    -4.55372562684149e-01    1.33113932321847e-01     
39532300.0000000         3435000.0000000          100.0000000              -3.46238506759953e-01    1.54867545944333e-01     -6.03336447999357e-02    1.54867545958950e-01     1.95163504074488e-01     -5.07052211755677e-01    -6.03336447756758e-02    -5.07052211775233e-01    1.51075002677100e-01     
39532400.0000000         3435000.0000000          100.0000000              -3.85533107493730e-01    9.21199684385238e-02     1.04794412338182e-02     9.21199684458781e-02     2.29824061900426e-01     -5.42244053131472e-01    1.04794412400790e-02     -5.42244053131839e-01    1.55709045598855e-01     
39532500.0000000         3435000.0000000          100.0000000              -3.99776869050303e-01    1.79679143344113e-02     8.95452707653303e-02     1.79679143184097e-02     2.55970409663335e-01     -5.56815989332154e-01    8.95452707500116e-02     -5.56815989318699e-01    1.43806459383358e-01     
39532600.0000000         3435000.0000000          100.0000000              -3.82999570090295e-01    -6.23847777705890e-02    1.69654106174278e-01     -6.23847777663997e-02    2.69438397127449e-01     -5.45554412376197e-01    1.69654106172669e-01     -5.45554412374490e-01    1.13561172948518e-01     
39532700.0000000         3435000.0000000          100.0000000              -3.34597477846203e-01    -1.36045220190568e-01    2.36383088540364e-01     -1.36045220197311e-01    2.68053048824673e-01     -5.07944104380755e-01    2.36383088535904e-01     -5.07944104379532e-01    6.65444290269043e-02     
39532800.0000000         3435000.0000000          100.0000000              -2.66086960599367e-01    -1.96225297116325e-01    2.79473226849406e-01     -1.96225297125453e-01    2.52724938933245e-01     -4.52670559132058e-01    2.79473226843929e-01     -4.52670559131401e-01    1.33620216754203e-02     
39532900.0000000         3435000.0000000          100.0000000              -1.92453293410154e-01    -2.38553538516042e-01    3.01462772689162e-01     -2.38553538527357e-01    2.26409803112378e-01     -3.86896263141068e-01    3.01462772695330e-01     -3.86896263165770e-01    -3.39565097015750e-02    
39533000.0000000         3435000.0000000          100.0000000              -1.20654894953900e-01    -2.64813333784126e-01    3.10686897367637e-01     -2.64813333760143e-01    1.96044586335585e-01     -3.18335924811157e-01    3.10686897398971e-01     -3.18335924821437e-01    -7.53896913809029e-02    
39533100.0000000         3435000.0000000          100.0000000              -4.70563623930776e-02    -2.78337642544035e-01    3.06688616846126e-01     -2.78337642571795e-01    1.63413055130007e-01     -2.47621947756349e-01    3.06688616829402e-01     -2.47621947772547e-01    -1.16356692722802e-01    
39533200.0000000         3435000.0000000          100.0000000              2.20397259174196e-02     -2.76761777672100e-01    2.88032893162102e-01     -2.76761777674156e-01    1.28512310287839e-01     -1.77554956029289e-01    2.88032893162075e-01     -1.77554956036419e-01    -1.50552036203191e-01    
